MSSV,MH1,MH2,MH3,MH4,MH5,MH6,MH7,MH8,MH9,MH10,MH11,MH12,MH13,MH14,MH15,MH16,MH17,MH18,DTB
20110092,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,8.16
20110093,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,9.37
20110094,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,5.85
20110095,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,6.09
20110096,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,7.7
20110097,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,9.06
20110098,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,9.5
20110099,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,6.5
20110100,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.36
20110101,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,5.69
20110102,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,9.34
20110103,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,6.55
20110104,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,9.74
20110105,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,5.37
20110106,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,7
20110107,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.64
20110108,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,7.5
20110109,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,9.93
20110110,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,8.69
20110111,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,9.13
20110112,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,6.66
20110113,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,6.67
20110114,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,7.29
20110115,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.41
20110116,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,8.19
20110117,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,9.29
20110118,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,7.68
20110119,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,9.24
20110120,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,7.93
20110121,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,7.78
20110122,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,6.08
20110123,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,9.91
20110124,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,8.21
20110125,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,8.54
20110126,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,5.59
20110127,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.77
20110128,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,6.6
20110129,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,9.32
20110130,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,8.66
20110131,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,5.1
20110132,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,6.64
20110133,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.54
20110134,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,6.88
20110135,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,9.11
20110136,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,5.88
20110137,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,5.78
20110138,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,6.72
20110139,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.63
20110140,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,7
20110141,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,6.18
20110142,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,5.15
20110143,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.54
20110144,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,7.51
20110145,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,6.05
20110146,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,5.59
20110147,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,9.14
20110148,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,6.83
20110149,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,7.47
20110150,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,6.18
20110151,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,9.77
20110152,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,8.27
20110153,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,7.06
20110154,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,8.55
20110155,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,5.56
20110156,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,6.66
20110157,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,9.22
20110158,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,8.42
20110159,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.2
20110160,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,8.85
20110161,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,9.57
20110162,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,7.85
20110163,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.97
20110164,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,5.16
20110165,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,9.05
20110166,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,5.74
20110167,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,7.84
20110168,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,6.6
20110169,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.43
20110170,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,6.16
20110171,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,7.65
20110172,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,6.08
20110173,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,9.8
20110174,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,7.98
20110175,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,9.7
20110176,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,6.07
20110177,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,5
20110178,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.35
20110179,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,5.21
20110180,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,8.38
20110181,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,6.05
20110182,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,6.15
20110183,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Mobile programming,5.87
20110184,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,9.76
20110185,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Software project management,7.25
20110186,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Software technology,Database management system,Web Programming,Ecommerce,Web Security,Analysis and design of information systems,Data warehouse,6.43
20110187,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,6.43
20110188,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,9.92
20110189,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,HTML CSS JS Self learning, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,8.58
20110190,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,8.82
20110191,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Digital image processing,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Mobile programming,8.87
20110192,Introduction to programming,Linear algebra,English,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Software project management,5.09
20110193,Introduction to programming,Linear algebra,Analytics,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,   Operating system,Database,Windows Programming,Information security ,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,9.71
20110194,Introduction to programming,Linear algebra,Discrete math,Programming techniques,Basic computer network,Advanced programming language, Object Oriented Programming,Data structures and algorithms,Artificial intelligence,Database,Windows Programming,Software technology,Database management system,Web Programming,Cloud computing,Web Security,Analysis and design of information systems,Data warehouse,6.69
